Report Date,FIPS,Locality,Health District,Health Region,Vaccination Status,Sex,People by vaccination status count
04/03/2021,51011,Appomattox,Central Virginia,Southwest,Fully Vaccinated,Male,1081
04/03/2021,51680,Lynchburg,Central Virginia,Southwest,Fully Vaccinated,Female,7006
04/03/2021,51083,Halifax,Southside,Central,Not Reported,Male,0
04/03/2021,51760,Richmond City,Richmond,Central,At Least One Dose,Female,35763
04/03/2021,51147,Prince Edward,Piedmont,Central,At Least One Dose,Not Reported,20
04/03/2021,51171,Shenandoah,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/03/2021,51540,Charlottesville,Blue Ridge,Northwest,Fully Vaccinated,Female,5150
04/03/2021,51740,Portsmouth,Portsmouth,Eastern,Not Reported,Male,0
04/03/2021,51820,Waynesboro,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,At Least One Dose,Female,1489
04/03/2021,51830,Williamsburg,Peninsula,Eastern,At Least One Dose,Female,2546
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/03/2021,51097,King and Queen,Three Rivers,Eastern,Fully Vaccinated,Not Reported,1
04/03/2021,51179,Stafford,Rappahannock,Northwest,Not Reported,Female,0
04/03/2021,51620,Franklin City,Western Tidewater,Eastern,Fully Vaccinated,Female,888
04/03/2021,51145,Powhatan,Chesterfield,Central,At Least One Dose,Female,5371
04/03/2021,51147,Prince Edward,Piedmont,Central,Not Reported,Female,0
04/03/2021,51595,Emporia,Crater,Central,Fully Vaccinated,Female,450
04/03/2021,51139,Page,Lord Fairfax,Northwest,At Least One Dose,Male,2655
04/03/2021,51013,Arlington,Arlington,Northern,At Least One Dose,Male,28132
04/03/2021,51153,Prince William,Prince William,Northern,Fully Vaccinated,Not Reported,179
04/03/2021,51197,Wythe,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51595,Emporia,Crater,Central,At Least One Dose,Not Reported,1
04/03/2021,51115,Mathews,Three Rivers,Eastern,At Least One Dose,Not Reported,5
04/03/2021,51840,Winchester,Lord Fairfax,Northwest,At Least One Dose,Male,3536
04/03/2021,51710,Norfolk,Norfolk,Eastern,Fully Vaccinated,Male,9367
04/03/2021,51059,Fairfax,Fairfax,Northern,Not Reported,Male,0
04/03/2021,51009,Amherst,Central Virginia,Southwest,Fully Vaccinated,Not Reported,8
04/03/2021,51177,Spotsylvania,Rappahannock,Northwest,Not Reported,Female,0
04/03/2021,51750,Radford,New River,Southwest,Not Reported,Not Reported,0
04/03/2021,51117,Mecklenburg,Southside,Central,At Least One Dose,Not Reported,14
04/03/2021,51770,Roanoke City,Roanoke,Southwest,Fully Vaccinated,Female,10379
04/03/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Female,7232
04/03/2021,51191,Washington,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51079,Greene,Blue Ridge,Northwest,Not Reported,Female,0
04/03/2021,51089,Henry,West Piedmont,Southwest,Not Reported,Female,0
04/03/2021,51069,Frederick,Lord Fairfax,Northwest,Not Reported,Male,0
04/03/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Male,3415
04/03/2021,51690,Martinsville,West Piedmont,Southwest,At Least One Dose,Female,2332
04/03/2021,51191,Washington,Mount Rogers,Southwest,At Least One Dose,Female,10539
04/03/2021,51053,Dinwiddie,Crater,Central,At Least One Dose,Female,4175
04/03/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Female,7595
04/03/2021,51043,Clarke,Lord Fairfax,Northwest,Fully Vaccinated,Male,1267
04/03/2021,51790,Staunton,Central Shenandoah,Northwest,Not Reported,Female,0
04/03/2021,51033,Caroline,Rappahannock,Northwest,Fully Vaccinated,Male,1763
04/03/2021,51036,Charles City,Chickahominy,Central,Not Reported,Not Reported,0
04/03/2021,51199,York,Peninsula,Eastern,Fully Vaccinated,Male,4934
04/03/2021,51510,Alexandria,Alexandria,Northern,Fully Vaccinated,Female,14258
04/03/2021,51179,Stafford,Rappahannock,Northwest,At Least One Dose,Female,22484
04/03/2021,51023,Botetourt,Alleghany,Southwest,Fully Vaccinated,Male,3108
04/03/2021,51001,Accomack,Eastern Shore,Eastern,Fully Vaccinated,Female,3982
04/03/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Male,1792
04/03/2021,51650,Hampton,Hampton,Eastern,Not Reported,Male,0
04/03/2021,51640,Galax,Mount Rogers,Southwest,Fully Vaccinated,Male,470
04/03/2021,51670,Hopewell,Crater,Central,Not Reported,Not Reported,0
04/03/2021,51127,New Kent,Chickahominy,Central,Not Reported,Female,0
04/03/2021,51750,Radford,New River,Southwest,Not Reported,Male,0
04/03/2021,51031,Campbell,Central Virginia,Southwest,Not Reported,Male,0
04/03/2021,51071,Giles,New River,Southwest,Not Reported,Male,0
04/03/2021,51001,Accomack,Eastern Shore,Eastern,At Least One Dose,Not Reported,3
04/03/2021,51181,Surry,Crater,Central,At Least One Dose,Female,1202
04/03/2021,51840,Winchester,Lord Fairfax,Northwest,Not Reported,Male,0
04/03/2021,51027,Buchanan,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
04/03/2021,51111,Lunenburg,Piedmont,Central,Fully Vaccinated,Female,1231
04/03/2021,51640,Galax,Mount Rogers,Southwest,Not Reported,Female,0
04/03/2021,51167,Russell,Cumberland Plateau,Southwest,Not Reported,Male,0
04/03/2021,51630,Fredericksburg,Rappahannock,Northwest,Fully Vaccinated,Male,1981
04/03/2021,51153,Prince William,Prince William,Northern,Not Reported,Male,0
04/03/2021,51007,Amelia,Piedmont,Central,Fully Vaccinated,Not Reported,1
04/03/2021,51790,Staunton,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,19
04/03/2021,51193,Westmoreland,Three Rivers,Eastern,Fully Vaccinated,Male,1203
04/03/2021,51193,Westmoreland,Three Rivers,Eastern,At Least One Dose,Female,2908
04/03/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Not Reported,207
04/03/2021,51520,Bristol,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,Fully Vaccinated,Male,690
04/03/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Not Reported,2
04/03/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Female,2691
04/03/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51093,Isle of Wight,Western Tidewater,Eastern,At Least One Dose,Male,5292
04/03/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Not Reported,2
04/03/2021,51760,Richmond City,Richmond,Central,Not Reported,Female,0
04/03/2021,51051,Dickenson,Cumberland Plateau,Southwest,At Least One Dose,Female,2510
04/03/2021,51073,Gloucester,Three Rivers,Eastern,Fully Vaccinated,Male,2774
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,8
04/03/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Male,421
04/03/2021,51041,Chesterfield,Chesterfield,Central,Not Reported,Male,0
04/03/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Not Reported,Male,0
04/03/2021,51720,Norton,Lenowisco,Southwest,At Least One Dose,Female,699
04/03/2021,51145,Powhatan,Chesterfield,Central,At Least One Dose,Not Reported,7
04/03/2021,51049,Cumberland,Piedmont,Central,Not Reported,Not Reported,0
04/03/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Female,1364
04/03/2021,51600,Fairfax City,Fairfax,Northern,Not Reported,Female,0
04/03/2021,51163,Rockbridge,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,Fully Vaccinated,Not Reported,3
04/03/2021,51540,Charlottesville,Blue Ridge,Northwest,Not Reported,Female,0
04/03/2021,51131,Northampton,Eastern Shore,Eastern,Fully Vaccinated,Female,1968
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Fully Vaccinated,Male,5039
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,At Least One Dose,Male,9386
04/03/2021,51840,Winchester,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/03/2021,51610,Falls Church,Fairfax,Northern,At Least One Dose,Male,2022
04/03/2021,51025,Brunswick,Southside,Central,At Least One Dose,Male,1833
04/03/2021,51800,Suffolk,Western Tidewater,Eastern,Fully Vaccinated,Male,5045
04/03/2021,51043,Clarke,Lord Fairfax,Northwest,At Least One Dose,Female,2613
04/03/2021,51095,James City,Peninsula,Eastern,Not Reported,Female,0
04/03/2021,51155,Pulaski,New River,Southwest,Not Reported,Male,0
04/03/2021,51683,Manassas City,Prince William,Northern,Fully Vaccinated,Female,3126
04/03/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Female,2014
04/03/2021,51087,Henrico,Henrico,Central,Not Reported,Not Reported,0
04/03/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Female,0
04/03/2021,51131,Northampton,Eastern Shore,Eastern,Not Reported,Male,0
04/03/2021,51740,Portsmouth,Portsmouth,Eastern,At Least One Dose,Female,12198
04/03/2021,51081,Greensville,Crater,Central,At Least One Dose,Not Reported,1
04/03/2021,51830,Williamsburg,Peninsula,Eastern,Not Reported,Male,0
04/03/2021,51081,Greensville,Crater,Central,Not Reported,Male,0
04/03/2021,51173,Smyth,Mount Rogers,Southwest,Not Reported,Female,0
04/03/2021,51045,Craig,Alleghany,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51105,Lee,Lenowisco,Southwest,Fully Vaccinated,Male,1309
04/03/2021,51680,Lynchburg,Central Virginia,Southwest,Fully Vaccinated,Male,4484
04/03/2021,51167,Russell,Cumberland Plateau,Southwest,Fully Vaccinated,Not Reported,0
04/03/2021,51660,Harrisonburg,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/03/2021,51113,Madison,Rappahannock Rapidan,Northwest,At Least One Dose,Male,1761
04/03/2021,51011,Appomattox,Central Virginia,Southwest,Fully Vaccinated,Female,1514
04/03/2021,51119,Middlesex,Three Rivers,Eastern,Fully Vaccinated,Not Reported,3
04/03/2021,51033,Caroline,Rappahannock,Northwest,At Least One Dose,Not Reported,5
04/03/2021,51683,Manassas City,Prince William,Northern,Not Reported,Male,0
04/03/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Not Reported,16
04/03/2021,51595,Emporia,Crater,Central,At Least One Dose,Male,430
04/03/2021,51121,Montgomery,New River,Southwest,Not Reported,Male,0
04/03/2021,51037,Charlotte,Piedmont,Central,Not Reported,Male,0
04/03/2021,51159,Richmond County,Three Rivers,Eastern,Fully Vaccinated,Not Reported,0
04/03/2021,51107,Loudoun,Loudoun,Northern,At Least One Dose,Female,67991
04/03/2021,51735,Poquoson,Peninsula,Eastern,Not Reported,Male,0
04/03/2021,51595,Emporia,Crater,Central,Fully Vaccinated,Not Reported,0
04/03/2021,51139,Page,Lord Fairfax,Northwest,Not Reported,Female,0
04/03/2021,51017,Bath,Central Shenandoah,Northwest,At Least One Dose,Not Reported,1
04/03/2021,51121,Montgomery,New River,Southwest,Fully Vaccinated,Not Reported,10
04/03/2021,51079,Greene,Blue Ridge,Northwest,At Least One Dose,Not Reported,62
04/03/2021,51005,Alleghany,Alleghany,Southwest,Not Reported,Male,0
04/03/2021,51770,Roanoke City,Roanoke,Southwest,Fully Vaccinated,Not Reported,18
04/03/2021,51013,Arlington,Arlington,Northern,Fully Vaccinated,Female,17686
04/03/2021,51101,King William,Three Rivers,Eastern,Not Reported,Female,0
04/03/2021,51185,Tazewell,Cumberland Plateau,Southwest,Fully Vaccinated,Male,3038
04/03/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Male,2004
04/03/2021,51700,Newport News,Peninsula,Eastern,Not Reported,Female,0
04/03/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Male,47978
04/03/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/03/2021,51079,Greene,Blue Ridge,Northwest,At Least One Dose,Male,2349
04/03/2021,51089,Henry,West Piedmont,Southwest,At Least One Dose,Male,6225
04/03/2021,51075,Goochland,Chickahominy,Central,Fully Vaccinated,Female,3422
04/03/2021,51510,Alexandria,Alexandria,Northern,Not Reported,Not Reported,0
04/03/2021,51179,Stafford,Rappahannock,Northwest,Not Reported,Male,0
04/03/2021,51067,Franklin County,West Piedmont,Southwest,Not Reported,Not Reported,0
04/03/2021,51117,Mecklenburg,Southside,Central,Not Reported,Male,0
04/03/2021,51590,Danville,Pittsylvania-Danville,Southwest,Fully Vaccinated,Female,3617
04/03/2021,51191,Washington,Mount Rogers,Southwest,Fully Vaccinated,Female,7739
04/03/2021,51187,Warren,Lord Fairfax,Northwest,Fully Vaccinated,Not Reported,3
04/03/2021,51165,Rockingham,Central Shenandoah,Northwest,Not Reported,Not Reported,0
04/03/2021,51097,King and Queen,Three Rivers,Eastern,At Least One Dose,Female,1161
04/03/2021,51009,Amherst,Central Virginia,Southwest,Not Reported,Male,0
04/03/2021,51195,Wise,Lenowisco,Southwest,At Least One Dose,Male,4973
04/03/2021,51029,Buckingham,Piedmont,Central,At Least One Dose,Female,2349
04/03/2021,51181,Surry,Crater,Central,Fully Vaccinated,Male,564
04/03/2021,51117,Mecklenburg,Southside,Central,At Least One Dose,Male,3832
04/03/2021,51760,Richmond City,Richmond,Central,Fully Vaccinated,Not Reported,47
04/03/2021,51710,Norfolk,Norfolk,Eastern,At Least One Dose,Male,19278
04/03/2021,51730,Petersburg,Crater,Central,At Least One Dose,Female,5101
04/03/2021,51570,Colonial Heights,Chesterfield,Central,At Least One Dose,Female,3108
04/03/2021,51037,Charlotte,Piedmont,Central,Not Reported,Not Reported,0
04/03/2021,51091,Highland,Central Shenandoah,Northwest,Not Reported,Male,0
04/03/2021,51153,Prince William,Prince William,Northern,At Least One Dose,Female,71956
04/03/2021,51810,Virginia Beach,Virginia Beach,Eastern,Fully Vaccinated,Male,23721
04/03/2021,51520,Bristol,Mount Rogers,Southwest,Fully Vaccinated,Male,1325
04/03/2021,51139,Page,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/03/2021,51009,Amherst,Central Virginia,Southwest,Fully Vaccinated,Female,3107
04/03/2021,51620,Franklin City,Western Tidewater,Eastern,At Least One Dose,Female,1515
04/03/2021,51580,Covington,Alleghany,Southwest,Not Reported,Female,0
04/03/2021,51163,Rockbridge,Central Shenandoah,Northwest,At Least One Dose,Female,4431
04/03/2021,51680,Lynchburg,Central Virginia,Southwest,Fully Vaccinated,Not Reported,5
04/03/2021,51031,Campbell,Central Virginia,Southwest,Not Reported,Not Reported,0
04/03/2021,51153,Prince William,Prince William,Northern,Not Reported,Female,0
04/03/2021,51135,Nottoway,Piedmont,Central,At Least One Dose,Not Reported,3
04/03/2021,51093,Isle of Wight,Western Tidewater,Eastern,Not Reported,Female,0
04/03/2021,51021,Bland,Mount Rogers,Southwest,Not Reported,Not Reported,0
04/03/2021,51045,Craig,Alleghany,Southwest,Not Reported,Male,0
04/03/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Not Reported,Not Reported,0
04/03/2021,51087,Henrico,Henrico,Central,At Least One Dose,Male,44636
04/03/2021,51077,Grayson,Mount Rogers,Southwest,At Least One Dose,Female,1961
04/03/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Female,0
04/03/2021,51125,Nelson,Blue Ridge,Northwest,Not Reported,Male,0
04/03/2021,51083,Halifax,Southside,Central,Fully Vaccinated,Not Reported,164
04/03/2021,51610,Falls Church,Fairfax,Northern,At Least One Dose,Not Reported,0
04/03/2021,51023,Botetourt,Alleghany,Southwest,At Least One Dose,Not Reported,0
04/03/2021,51550,Chesapeake,Chesapeake,Eastern,Not Reported,Not Reported,0
04/03/2021,51021,Bland,Mount Rogers,Southwest,At Least One Dose,Female,916
04/03/2021,51195,Wise,Lenowisco,Southwest,At Least One Dose,Not Reported,5
04/03/2021,51177,Spotsylvania,Rappahannock,Northwest,Fully Vaccinated,Not Reported,22
04/03/2021,51005,Alleghany,Alleghany,Southwest,Fully Vaccinated,Female,1451
04/03/2021,51133,Northumberland,Three Rivers,Eastern,Not Reported,Female,0
04/03/2021,51069,Frederick,Lord Fairfax,Northwest,At Least One Dose,Not Reported,12
04/03/2021,51015,Augusta,Central Shenandoah,Northwest,At Least One Dose,Female,13607
04/03/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Male,10550
04/03/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Fully Vaccinated,Male,14384
04/03/2021,51013,Arlington,Arlington,Northern,Not Reported,Not Reported,0
04/03/2021,51810,Virginia Beach,Virginia Beach,Eastern,Not Reported,Not Reported,0
04/03/2021,51775,Salem,Alleghany,Southwest,At Least One Dose,Not Reported,1
04/03/2021,51043,Clarke,Lord Fairfax,Northwest,Not Reported,Not Reported,0
04/03/2021,51099,King George,Rappahannock,Northwest,At Least One Dose,Female,3546
04/03/2021,51175,Southampton,Western Tidewater,Eastern,At Least One Dose,Not Reported,14
04/03/2021,51720,Norton,Lenowisco,Southwest,Fully Vaccinated,Male,320
04/03/2021,51820,Waynesboro,Central Shenandoah,Northwest,At Least One Dose,Not Reported,31
04/03/2021,51510,Alexandria,Alexandria,Northern,At Least One Dose,Not Reported,62
04/03/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Not Reported,0
04/03/2021,51036,Charles City,Chickahominy,Central,At Least One Dose,Not Reported,2
04/03/2021,51595,Emporia,Crater,Central,Not Reported,Male,0
04/03/2021,51065,Fluvanna,Blue Ridge,Northwest,Fully Vaccinated,Female,3398
04/03/2021,51063,Floyd,New River,Southwest,At Least One Dose,Female,2628
04/03/2021,51177,Spotsylvania,Rappahannock,Northwest,Fully Vaccinated,Male,9057
04/03/2021,51183,Sussex,Crater,Central,At Least One Dose,Female,1351
04/03/2021,51685,Manassas Park,Prince William,Northern,Not Reported,Male,0
04/03/2021,51103,Lancaster,Three Rivers,Eastern,At Least One Dose,Not Reported,2
04/03/2021,51127,New Kent,Chickahominy,Central,Not Reported,Male,0
04/03/2021,51750,Radford,New River,Southwest,Not Reported,Female,0
04/03/2021,51031,Campbell,Central Virginia,Southwest,Not Reported,Female,0
04/03/2021,51067,Franklin County,West Piedmont,Southwest,Not Reported,Female,0
04/03/2021,51175,Southampton,Western Tidewater,Eastern,Not Reported,Not Reported,0
04/03/2021,51800,Suffolk,Western Tidewater,Eastern,Fully Vaccinated,Not Reported,137
04/03/2021,51103,Lancaster,Three Rivers,Eastern,Not Reported,Male,0
04/03/2021,51540,Charlottesville,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,121
04/03/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Male,1326
04/03/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Male,0
04/03/2021,51683,Manassas City,Prince William,Northern,Fully Vaccinated,Male,1888
04/03/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Not Reported,74
04/03/2021,51065,Fluvanna,Blue Ridge,Northwest,Not Reported,Male,0
04/03/2021,51740,Portsmouth,Portsmouth,Eastern,At Least One Dose,Not Reported,169
04/03/2021,51149,Prince George,Crater,Central,Fully Vaccinated,Female,2441
04/03/2021,51570,Colonial Heights,Chesterfield,Central,Not Reported,Female,0
04/03/2021,51037,Charlotte,Piedmont,Central,At Least One Dose,Male,1410
04/03/2021,51099,King George,Rappahannock,Northwest,Fully Vaccinated,Male,1473
04/03/2021,51147,Prince Edward,Piedmont,Central,Fully Vaccinated,Female,1936
04/03/2021,51145,Powhatan,Chesterfield,Central,Fully Vaccinated,Male,2225
04/03/2021,51540,Charlottesville,Blue Ridge,Northwest,Not Reported,Male,0
04/03/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Fully Vaccinated,Female,7585
04/03/2021,51131,Northampton,Eastern Shore,Eastern,Fully Vaccinated,Male,1544
04/03/2021,51125,Nelson,Blue Ridge,Northwest,At Least One Dose,Not Reported,140
04/03/2021,51101,King William,Three Rivers,Eastern,At Least One Dose,Male,1865
04/03/2021,51520,Bristol,Mount Rogers,Southwest,Not Reported,Female,0
04/03/2021,51735,Poquoson,Peninsula,Eastern,At Least One Dose,Female,2587
04/03/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Male,18372
04/03/2021,51810,Virginia Beach,Virginia Beach,Eastern,Not Reported,Female,0
04/03/2021,51137,Orange,Rappahannock Rapidan,Northwest,Not Reported,Not Reported,0
04/03/2021,51135,Nottoway,Piedmont,Central,Fully Vaccinated,Male,1588
