Ship Date,FIPS,Locality,Health District,Facility Type,Vaccine Manufacturer,Dose Number,Vaccine Doses Shipped Count
02/20/2021,51600,Fairfax City,Fairfax,Local Health Departments,Moderna,2,5500
01/04/2021,51760,Richmond City,Richmond,Hospitals,Pfizer,1,3900
01/11/2021,51630,Fredericksburg,Rappahannock,Hospitals,Moderna,2,3000
03/11/2021,51083,Halifax,Southside,Pharmacies,Moderna,2,200
04/15/2021,51109,Louisa,Blue Ridge,Medical Practices,Moderna,2,100
03/15/2021,51195,Wise,Lenowisco,Medical Practices,Moderna,1,100
03/20/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,1170
04/29/2021,51059,Fairfax,Fairfax,Other Community Health Providers,Moderna,2,700
03/18/2021,51760,Richmond City,Richmond,Pharmacies,Moderna,2,400
02/28/2021,51550,Chesapeake,Chesapeake,Other Community Health Providers,Moderna,1,100
03/25/2021,51740,Portsmouth,Portsmouth,Pharmacies,Moderna,2,300
02/25/2021,51700,Newport News,Peninsula,Hospitals,Moderna,2,1100
03/20/2021,51087,Henrico,Henrico,Hospitals,Pfizer,2,1170
04/27/2021,51101,King William,Three Rivers,Medical Practices,Moderna,1,100
04/15/2021,51081,Greensville,Crater,Other Community Health Providers,Moderna,2,100
12/22/2020,51683,Manassas City,Prince William,Hospitals,Moderna,1,5000
01/28/2021,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,2,700
03/28/2021,51510,Alexandria,Alexandria,Local Health Departments,Moderna,1,200
03/01/2021,51013,Arlington,Arlington,Local Health Departments,J&J,1,1500
03/14/2021,51185,Tazewell,Cumberland Plateau,Pharmacies,Moderna,1,300
03/28/2021,51195,Wise,Lenowisco,Pharmacies,Moderna,1,100
03/21/2021,51650,Hampton,Hampton,Other Community Health Providers,Moderna,1,1000
04/17/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,1,2340
02/24/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,700
04/15/2021,51027,Buchanan,Cumberland Plateau,Medical Practices,Moderna,1,100
03/25/2021,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,2,200
04/29/2021,51003,Albemarle,Blue Ridge,Medical Practices,Moderna,2,200
02/21/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,1,600
01/24/2021,51510,Alexandria,Alexandria,Local Health Departments,Moderna,1,800
02/22/2021,51710,Norfolk,Norfolk,Medical Practices,Moderna,2,100
12/22/2020,51830,Williamsburg,Peninsula,Hospitals,Moderna,1,1000
01/24/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,1,1100
01/24/2021,51117,Mecklenburg,Southside,Medical Practices,Moderna,1,200
02/20/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,1,1170
04/18/2021,51001,Accomack,Eastern Shore,Other Community Health Providers,Moderna,1,300
02/14/2021,51580,Covington,Alleghany,Local Health Departments,Moderna,2,400
04/01/2021,51730,Petersburg,Crater,Medical Practices,Moderna,1,400
12/22/2020,51800,Suffolk,Western Tidewater,Hospitals,Moderna,1,1000
04/06/2021,51193,Westmoreland,Three Rivers,Other Community Health Providers,Moderna,1,100
03/17/2021,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,2,1170
02/04/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,2,600
03/28/2021,51510,Alexandria,Alexandria,Other Community Health Providers,Moderna,1,700
01/28/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,2,100
02/20/2021,51061,Fauquier,Rappahannock Rapidan,Pharmacies,Moderna,2,100
03/11/2021,51690,Martinsville,West Piedmont,Medical Practices,Moderna,2,100
01/10/2021,51015,Augusta,Central Shenandoah,Other Community Health Providers,Moderna,1,600
04/25/2021,51153,Prince William,Prince William,Medical Practices,Moderna,1,1300
04/15/2021,51510,Alexandria,Alexandria,Local Health Departments,Moderna,2,400
04/05/2021,51117,Mecklenburg,Southside,Hospitals,Moderna,2,200
04/01/2021,51069,Frederick,Lord Fairfax,Pharmacies,Moderna,2,200
02/04/2021,51105,Lee,Lenowisco,Pharmacies,Moderna,2,100
04/29/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,100
01/18/2021,51678,Lexington,Central Shenandoah,Pharmacies,Moderna,1,200
01/24/2021,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,500
04/01/2021,51620,Franklin City,Western Tidewater,Pharmacies,Moderna,1,100
02/25/2021,51740,Portsmouth,Portsmouth,Pharmacies,Moderna,2,100
04/25/2021,51059,Fairfax,Fairfax,Medical Practices,Moderna,1,1300
04/15/2021,51191,Washington,Mount Rogers,Pharmacies,Moderna,2,100
03/28/2021,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,1,300
04/15/2021,51171,Shenandoah,Lord Fairfax,Medical Practices,Moderna,2,200
04/15/2021,51105,Lee,Lenowisco,Medical Practices,Moderna,2,100
04/01/2021,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,1,300
02/20/2021,51153,Prince William,Prince William,Pharmacies,Pfizer,1,2340
04/22/2021,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,2,100
04/29/2021,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,2,200
02/20/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,500
02/04/2021,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,2,400
04/29/2021,51085,Hanover,Chickahominy,Hospitals,Moderna,2,200
02/20/2021,51720,Norton,Lenowisco,Hospitals,Moderna,2,200
04/18/2021,51700,Newport News,Peninsula,Local Health Departments,Moderna,1,3700
03/11/2021,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,700
03/27/2021,51059,Fairfax,Fairfax,Medical Practices,Pfizer,1,1170
03/20/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,2,1170
03/21/2021,51730,Petersburg,Crater,Hospitals,Moderna,1,1200
03/25/2021,51169,Scott,Lenowisco,Medical Practices,Moderna,2,400
04/18/2021,51117,Mecklenburg,Southside,Hospitals,Moderna,1,100
03/06/2021,51013,Arlington,Arlington,Local Health Departments,Pfizer,2,2340
03/06/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Pfizer,2,2340
03/22/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,1,400
04/02/2021,51650,Hampton,Hampton,Other Community Health Providers,Pfizer,2,3510
02/01/2021,51071,Giles,New River,Pharmacies,Moderna,1,200
01/11/2021,51015,Augusta,Central Shenandoah,Hospitals,Moderna,2,1000
03/14/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,900
01/28/2021,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,2,300
03/13/2021,51683,Manassas City,Prince William,Hospitals,Pfizer,2,3510
01/20/2021,51690,Martinsville,West Piedmont,Hospitals,Moderna,1,100
03/14/2021,51083,Halifax,Southside,Pharmacies,Moderna,1,200
02/12/2021,51061,Fauquier,Rappahannock Rapidan,Local Health Departments,Pfizer,2,975
04/22/2021,51830,Williamsburg,Peninsula,Medical Practices,Moderna,2,100
03/28/2021,51075,Goochland,Chickahominy,Pharmacies,Moderna,1,100
03/25/2021,51760,Richmond City,Richmond,Medical Practices,Moderna,2,400
04/05/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,1,800
04/29/2021,51177,Spotsylvania,Rappahannock,Pharmacies,Moderna,2,100
02/08/2021,51171,Shenandoah,Lord Fairfax,Pharmacies,Moderna,1,100
02/28/2021,51145,Powhatan,Chesterfield,Pharmacies,Moderna,1,100
02/28/2021,51153,Prince William,Prince William,Pharmacies,Moderna,1,1200
01/12/2021,51059,Fairfax,Fairfax,Hospitals,Moderna,2,4400
03/11/2021,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,2,1400
04/29/2021,51033,Caroline,Rappahannock,Medical Practices,Moderna,1,200
04/15/2021,51051,Dickenson,Cumberland Plateau,Local Health Departments,Moderna,2,100
03/28/2021,51580,Covington,Alleghany,Local Health Departments,Moderna,2,300
03/12/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,1170
02/13/2021,51680,Lynchburg,Central Virginia,Hospitals,Pfizer,2,975
03/14/2021,51640,Galax,Mount Rogers,Medical Practices,Moderna,1,100
04/03/2021,51740,Portsmouth,Portsmouth,Other Community Health Providers,Pfizer,2,3510
02/25/2021,51031,Campbell,Central Virginia,Pharmacies,Moderna,2,100
01/10/2021,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,1,1000
04/15/2021,51117,Mecklenburg,Southside,Local Health Departments,Moderna,1,100
04/03/2021,51760,Richmond City,Richmond,Hospitals,Pfizer,2,1170
03/18/2021,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,2,800
03/28/2021,51145,Powhatan,Chesterfield,Pharmacies,Moderna,1,200
02/27/2021,51760,Richmond City,Richmond,Pharmacies,Pfizer,2,2340
04/06/2021,51041,Chesterfield,Chesterfield,Other Community Health Providers,Moderna,2,100
02/04/2021,51121,Montgomery,New River,Other Community Health Providers,Moderna,2,100
04/29/2021,51630,Fredericksburg,Rappahannock,Medical Practices,Moderna,2,100
01/10/2021,51195,Wise,Lenowisco,Other Community Health Providers,Moderna,1,1100
12/30/2020,51740,Portsmouth,Portsmouth,Hospitals,Pfizer,2,2925
02/06/2021,51013,Arlington,Arlington,Local Health Departments,Pfizer,1,1950
02/26/2021,51087,Henrico,Henrico,Local Health Departments,Pfizer,1,2340
02/25/2021,51015,Augusta,Central Shenandoah,Other Community Health Providers,Moderna,2,400
04/08/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,2,800
02/04/2021,51087,Henrico,Henrico,Local Health Departments,Moderna,2,1500
03/18/2021,51059,Fairfax,Fairfax,Pharmacies,Moderna,2,300
12/22/2020,51057,Essex,Three Rivers,Hospitals,Moderna,1,500
12/28/2020,51087,Henrico,Henrico,Local Health Departments,Moderna,1,1100
12/22/2020,51640,Galax,Mount Rogers,Hospitals,Moderna,1,1000
03/04/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,2,200
04/11/2021,51770,Roanoke City,Roanoke,Medical Practices,Moderna,1,100
02/20/2021,51191,Washington,Mount Rogers,Pharmacies,Moderna,1,500
04/18/2021,51131,Northampton,Eastern Shore,Other Community Health Providers,Moderna,1,100
03/14/2021,51093,Isle of Wight,Western Tidewater,Pharmacies,Moderna,1,200
03/08/2021,51115,Mathews,Three Rivers,Pharmacies,Moderna,1,100
04/10/2021,51740,Portsmouth,Portsmouth,Other Community Health Providers,Pfizer,1,2340
03/14/2021,51740,Portsmouth,Portsmouth,Other Community Health Providers,Moderna,1,200
04/08/2021,51103,Lancaster,Three Rivers,Hospitals,Moderna,1,300
02/07/2021,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,Moderna,1,100
03/20/2021,51087,Henrico,Henrico,Other Community Health Providers,Pfizer,1,1170
03/14/2021,51630,Fredericksburg,Rappahannock,Medical Practices,Moderna,1,100
02/27/2021,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,2,3510
04/08/2021,51770,Roanoke City,Roanoke,Hospitals,Moderna,2,100
02/26/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Pfizer,1,1170
04/17/2021,51153,Prince William,Prince William,Pharmacies,Pfizer,1,2340
02/09/2021,51193,Westmoreland,Three Rivers,Other Community Health Providers,Moderna,2,100
04/22/2021,51185,Tazewell,Cumberland Plateau,Medical Practices,Moderna,2,200
02/20/2021,51143,Pittsylvania,Pittsylvania-Danville,Pharmacies,Moderna,1,200
02/07/2021,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,1,200
03/04/2021,51195,Wise,Lenowisco,Local Health Departments,Moderna,2,200
03/04/2021,51087,Henrico,Henrico,Local Health Departments,Moderna,2,400
04/08/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,1,300
04/29/2021,51169,Scott,Lenowisco,Medical Practices,Moderna,2,100
04/01/2021,51683,Manassas City,Prince William,Pharmacies,Moderna,2,100
04/18/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,2,2100
03/05/2021,51121,Montgomery,New River,Local Health Departments,Pfizer,1,1170
04/17/2021,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,1,1170
03/28/2021,51570,Colonial Heights,Chesterfield,Medical Practices,Moderna,1,200
03/15/2021,51730,Petersburg,Crater,Local Health Departments,Moderna,1,1100
03/04/2021,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,2,300
04/15/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,2,200
04/06/2021,51059,Fairfax,Fairfax,Hospitals,Moderna,2,1500
02/01/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,300
04/01/2021,51540,Charlottesville,Blue Ridge,Medical Practices,Moderna,1,100
02/04/2021,51147,Prince Edward,Piedmont,Other Community Health Providers,Moderna,2,600
03/28/2021,51167,Russell,Cumberland Plateau,Local Health Departments,Moderna,1,100
01/04/2021,51810,Virginia Beach,Virginia Beach,Local Health Departments,Moderna,1,800
01/02/2021,51540,Charlottesville,Blue Ridge,Hospitals,Pfizer,2,2925
04/10/2021,51153,Prince William,Prince William,Pharmacies,Pfizer,1,2340
03/04/2021,51800,Suffolk,Western Tidewater,Medical Practices,Moderna,2,200
04/23/2021,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,2,2340
03/01/2021,51121,Montgomery,New River,Local Health Departments,J&J,1,5000
01/03/2021,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,1,300
04/08/2021,51550,Chesapeake,Chesapeake,Other Community Health Providers,Moderna,1,200
03/15/2021,51685,Manassas Park,Prince William,Other Community Health Providers,Moderna,2,300
02/28/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,1,300
03/21/2021,51075,Goochland,Chickahominy,Medical Practices,Moderna,1,100
12/28/2020,51840,Winchester,Lord Fairfax,Local Health Departments,Moderna,1,200
02/07/2021,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,100
04/11/2021,51840,Winchester,Lord Fairfax,Medical Practices,Moderna,2,300
01/03/2021,51155,Pulaski,New River,Pharmacies,Moderna,1,200
03/28/2021,51093,Isle of Wight,Western Tidewater,Pharmacies,Moderna,1,100
04/29/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,200
03/06/2021,51153,Prince William,Prince William,Pharmacies,Pfizer,1,3510
02/20/2021,51175,Southampton,Western Tidewater,Other Community Health Providers,Moderna,2,700
01/11/2021,51169,Scott,Lenowisco,Local Health Departments,Moderna,2,200
02/04/2021,51025,Brunswick,Southside,Local Health Departments,Moderna,2,100
02/01/2021,51187,Warren,Lord Fairfax,Local Health Departments,Moderna,1,100
04/25/2021,51760,Richmond City,Richmond,Pharmacies,Moderna,1,100
12/22/2020,51810,Virginia Beach,Virginia Beach,Local Health Departments,Moderna,1,1100
01/28/2021,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,200
02/08/2021,51103,Lancaster,Three Rivers,Medical Practices,Moderna,1,100
01/10/2021,51770,Roanoke City,Roanoke,Local Health Departments,Moderna,1,1400
04/01/2021,51179,Stafford,Rappahannock,Pharmacies,Moderna,2,200
04/20/2021,51101,King William,Three Rivers,Medical Practices,Moderna,1,100
01/19/2021,51001,Accomack,Eastern Shore,Hospitals,Pfizer,2,975
12/30/2020,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,975
04/01/2021,51121,Montgomery,New River,Local Health Departments,Moderna,2,900
04/24/2021,51059,Fairfax,Fairfax,Other Community Health Providers,Pfizer,1,18720
02/06/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Pfizer,1,2925
03/08/2021,51073,Gloucester,Three Rivers,Pharmacies,Moderna,1,100
01/11/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,2,1700
03/18/2021,51165,Rockingham,Central Shenandoah,Pharmacies,Moderna,2,100
04/22/2021,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,2,2400
03/25/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,1000
04/03/2021,51087,Henrico,Henrico,Local Health Departments,Pfizer,2,4680
04/15/2021,51017,Bath,Central Shenandoah,Local Health Departments,Moderna,2,200
04/05/2021,51840,Winchester,Lord Fairfax,Pharmacies,Moderna,1,600
04/08/2021,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,1,2000
04/02/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,1,5850
04/01/2021,51730,Petersburg,Crater,Local Health Departments,Moderna,1,400
03/14/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,600
12/22/2020,51061,Fauquier,Rappahannock Rapidan,Hospitals,Moderna,1,1000
04/09/2021,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,3510
03/13/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,2,1170
02/25/2021,51710,Norfolk,Norfolk,Hospitals,Moderna,2,2300
02/20/2021,51169,Scott,Lenowisco,Local Health Departments,Moderna,1,100
04/09/2021,51650,Hampton,Hampton,Hospitals,Pfizer,1,4680
03/16/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,J&J,1,2000
02/04/2021,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,2,100
01/30/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Pfizer,1,1950
04/25/2021,51171,Shenandoah,Lord Fairfax,Hospitals,Moderna,1,300
04/03/2021,51700,Newport News,Peninsula,Hospitals,Pfizer,2,2340
04/29/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,2,200
03/08/2021,51089,Henry,West Piedmont,Medical Practices,Moderna,1,800
04/01/2021,51031,Campbell,Central Virginia,Pharmacies,Moderna,2,300
04/17/2021,51073,Gloucester,Three Rivers,Hospitals,Pfizer,1,2340
04/23/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,1,3510
12/22/2020,51185,Tazewell,Cumberland Plateau,Hospitals,Moderna,1,1000
03/27/2021,51720,Norton,Lenowisco,Hospitals,Pfizer,1,1170
03/14/2021,51095,James City,Peninsula,Pharmacies,Moderna,1,200
02/03/2021,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,1000
03/11/2021,51107,Loudoun,Loudoun,Pharmacies,Moderna,2,300
03/08/2021,51195,Wise,Lenowisco,Local Health Departments,J&J,1,500
04/11/2021,51067,Franklin County,West Piedmont,Local Health Departments,Moderna,1,100
03/04/2021,51540,Charlottesville,Blue Ridge,Pharmacies,Moderna,1,100
01/11/2021,51085,Hanover,Chickahominy,Hospitals,Moderna,2,1000
04/15/2021,51169,Scott,Lenowisco,Local Health Departments,Moderna,2,500
04/29/2021,51710,Norfolk,Norfolk,Other Community Health Providers,J&J,1,14000
02/28/2021,51089,Henry,West Piedmont,Medical Practices,Moderna,1,500
04/16/2021,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,2,3510
03/28/2021,51023,Botetourt,Alleghany,Pharmacies,Moderna,1,100
02/20/2021,51790,Staunton,Central Shenandoah,Local Health Departments,Moderna,2,5300
02/24/2021,51067,Franklin County,West Piedmont,Medical Practices,Moderna,1,100
03/04/2021,51760,Richmond City,Richmond,Other Community Health Providers,Moderna,2,300
01/30/2021,51760,Richmond City,Richmond,Pharmacies,Pfizer,1,2925
03/22/2021,51191,Washington,Mount Rogers,Other Community Health Providers,Moderna,1,300
03/04/2021,51800,Suffolk,Western Tidewater,Local Health Departments,Moderna,2,1600
03/09/2021,51730,Petersburg,Crater,Local Health Departments,Moderna,2,1200
01/10/2021,51169,Scott,Lenowisco,Local Health Departments,Moderna,1,600
02/04/2021,51021,Bland,Mount Rogers,Pharmacies,Moderna,2,100
03/14/2021,51550,Chesapeake,Chesapeake,Local Health Departments,Moderna,1,1900
02/13/2021,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,1,2925
04/18/2021,51031,Campbell,Central Virginia,Pharmacies,Moderna,1,100
03/28/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,100
03/13/2021,51540,Charlottesville,Blue Ridge,Hospitals,Pfizer,2,2340
03/08/2021,51169,Scott,Lenowisco,Pharmacies,Moderna,1,100
02/08/2021,51141,Patrick,West Piedmont,Pharmacies,Moderna,1,100
01/30/2021,51600,Fairfax City,Fairfax,Local Health Departments,Pfizer,1,12675
02/20/2021,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,1,100
01/10/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,500
02/28/2021,51520,Bristol,Mount Rogers,Pharmacies,Moderna,1,200
04/18/2021,51121,Montgomery,New River,Local Health Departments,Moderna,2,1900
04/05/2021,51760,Richmond City,Richmond,Hospitals,Moderna,2,1200
03/04/2021,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,2,200
04/23/2021,51061,Fauquier,Rappahannock Rapidan,Local Health Departments,Pfizer,1,1170
